측정소명,자치구,회차,수온(℃),DO(㎎/L),BOD(㎎/L),COD(㎎/L),TN(㎎/L),TP(㎎/L),TOC(㎎/L),수소이온농도,SS(㎎/L),pollution_score,날짜,cum_rainfall,flag
가양,강서구,2,17.4,12.6,3.5,7.0,3.857,0.038,2.6,8.8,7.5,0,2022-04-12,1.0,0.0
감이천,송파구,2,12.3,9.3,3.0,7.2,4.841,0.126,3.2,7.9,9.2,1,2022-04-13,7.5,1.0
망월천,강동구,2,13.6,8.7,5.5,11.2,5.304,0.376,6.0,7.9,16.0,4,2022-04-13,7.5,0.0
양재천1,서초구,2,14.4,7.2,5.8,14.6,13.319,0.942,6.1,7.5,48.8,5,2022-04-13,6.0,0.0
초이천,강동구,2,12.8,9.1,4.2,10.1,4.841,0.25,4.5,7.7,7.2,2,2022-04-13,7.5,0.0
구의,강동구,2,13.5,10.7,1.9,4.2,2.579,0.028,2.8,8.4,8.3,0,2022-04-14,0.0,0.0
노량진,용산구,2,14.7,9.5,3.2,5.8,4.584,0.084,3.8,7.9,10.2,0,2022-04-14,0.0,0.0
안양천9,구로구,2,14.4,7.8,8.8,13.2,10.245,0.222,8.6,7.5,24.5,4,2022-04-14,0.0,0.0
중랑천3,도봉구,2,15.8,10.5,6.9,9.8,10.533,0.252,5.7,7.7,7.3,4,2022-04-14,0.0,0.0
목감천2,구로구,2,18.8,11.1,3.3,9.5,9.245,0.176,4.6,8.0,7.6,1,2022-04-15,0.0,0.0
안양천8,구로구,2,21.7,11.8,7.1,14.2,9.626,0.202,7.6,7.7,24.0,4,2022-04-15,0.0,0.0
뚝도,성동구,1,15.1,10.6,1.2,4.0,2.994,0.043,2.6,7.9,13.6,0,2022-04-20,0.0,0.0
보광,용산구,1,15.5,10.3,1.0,4.2,4.067,0.043,3.0,7.6,14.0,0,2022-04-20,0.0,0.0
암사,강동구,1,15.3,10.9,0.8,3.1,2.354,0.012,2.0,8.1,5.2,0,2022-04-20,0.0,0.0
영등포,영등포구,1,15.7,12.0,1.7,6.1,3.808,0.069,3.1,8.4,30.6,1,2022-04-20,0.0,0.0
잠실,송파구,1,15.7,11.0,0.8,3.4,2.615,0.011,2.1,8.3,6.2,0,2022-04-20,0.0,0.0
가양,강서구,3,16.0,11.7,1.8,5.5,4.644,0.049,3.2,7.7,21.6,0,2022-04-20,0.0,0.0
감이천,송파구,3,20.7,15.4,2.4,5.6,3.338,0.08,2.7,9.0,12.4,0,2022-04-20,0.0,0.0
망월천,강동구,3,20.5,15.5,1.0,5.0,3.977,0.08,1.1,9.1,15.6,0,2022-04-20,0.0,0.0
양재천1,서초구,3,20.3,11.2,3.0,8.0,11.978,0.331,3.2,7.9,18.8,2,2022-04-20,0.0,0.0
초이천,강동구,3,20.0,12.2,2.2,5.4,3.355,0.186,2.3,8.7,4.2,0,2022-04-20,0.0,0.0
구의,강동구,3,15.1,10.6,1.8,3.9,2.343,0.025,2.3,8.5,7.6,0,2022-04-22,0.0,0.0
노량진,용산구,3,15.9,9.8,3.0,5.4,4.502,0.066,3.2,8.0,10.5,0,2022-04-22,0.0,0.0
목감천2,구로구,3,15.9,7.9,4.7,9.0,8.307,0.291,4.8,7.7,42.0,3,2022-04-22,0.0,0.0
안양천8,구로구,3,17.0,8.4,6.7,14.5,10.023,0.237,6.9,7.6,26.8,5,2022-04-22,0.0,0.0
안양천9,구로구,3,16.4,7.6,9.0,11.9,10.227,0.177,8.1,7.6,21.8,3,2022-04-22,0.0,0.0
중랑천3,도봉구,3,16.5,9.1,6.2,9.6,9.276,0.174,5.2,7.8,5.5,3,2022-04-22,0.0,0.0
가양,강서구,4,20.0,9.6,0.7,6.6,5.133,0.047,3.5,7.6,5.6,0,2022-04-26,0.5,0.0
감이천,송파구,4,22.7,9.6,3.3,6.8,3.077,0.178,3.7,8.3,40.8,1,2022-04-26,4.0,0.0
망월천,강동구,4,23.1,16.3,3.3,6.4,3.881,0.156,3.8,9.3,29.6,1,2022-04-26,3.0,0.0
양재천1,서초구,4,24.0,10.8,5.1,10.6,10.918,0.222,5.6,7.8,13.2,4,2022-04-26,4.0,0.0
초이천,강동구,4,25.3,11.0,5.3,8.9,3.256,0.286,5.7,8.5,2.0,4,2022-04-26,3.0,0.0
구의,강동구,4,18.0,10.2,1.7,3.8,2.344,0.023,2.5,8.5,5.6,0,2022-04-28,0.0,0.0
노량진,용산구,4,18.8,10.0,3.0,5.5,4.236,0.052,3.4,8.0,7.5,0,2022-04-28,0.0,0.0
목감천2,구로구,4,22.2,9.3,2.0,9.0,8.052,0.278,5.5,7.8,12.0,3,2022-04-28,0.0,0.0
안양천8,구로구,4,23.5,10.2,4.8,11.4,7.569,0.221,6.9,7.8,20.0,3,2022-04-28,0.0,0.0
안양천9,구로구,4,20.1,7.6,5.7,10.7,7.83,0.183,6.8,7.6,16.0,3,2022-04-28,0.0,0.0
중랑천3,도봉구,4,21.5,10.2,4.6,8.8,8.139,0.261,5.5,7.8,7.5,3,2022-04-28,0.0,0.0
가양,강서구,1,18.4,8.1,1.9,5.3,4.376,0.087,2.9,7.5,22.3,0,2022-05-02,0.0,0.0
구의,강동구,1,18.7,10.2,1.4,3.5,2.116,0.016,2.3,8.5,3.4,0,2022-05-06,0.0,0.0
노량진,용산구,1,19.2,9.9,2.7,5.3,3.928,0.052,3.8,8.0,7.1,0,2022-05-06,0.0,0.0
안양천9,구로구,1,23.0,7.7,6.4,11.5,8.979,0.186,7.2,7.6,22.3,3,2022-05-06,0.0,0.0
중랑천3,도봉구,1,23.7,11.2,3.3,7.9,8.079,0.225,5.0,8.2,9.4,2,2022-05-06,0.0,0.0
가양,강서구,2,19.1,9.9,1.8,4.3,3.764,0.071,2.6,7.8,11.4,0,2022-05-10,0.0,0.0
감이천,송파구,1,24.0,14.1,2.5,5.6,2.681,0.085,2.5,9.0,4.8,0,2022-05-11,0.0,0.0
망월천,강동구,1,23.6,15.7,1.5,6.5,3.229,0.074,1.7,9.2,17.2,0,2022-05-11,0.0,0.0
양재천1,서초구,1,24.5,8.9,4.6,10.4,12.333,1.224,4.8,7.8,10.4,2,2022-05-11,0.0,0.0
초이천,강동구,1,21.3,14.4,1.0,3.4,2.357,0.072,1.2,9.2,5.0,0,2022-05-11,0.0,0.0
고덕천,강동구,1,19.9,9.0,1.8,3.3,2.523,0.06,1.9,8.1,19.8,0,2022-05-12,0.0,0.0
목감천1,구로구,1,24.4,7.0,4.0,8.1,7.41,0.246,4.9,7.6,36.1,3,2022-05-12,0.0,0.0
성내천,강동구,1,21.2,5.8,2.9,5.3,2.201,0.206,2.2,7.4,64.4,2,2022-05-12,0.0,0.0
성북천,동대문구,1,18.9,11.3,1.9,2.7,3.052,0.021,1.4,7.2,2.4,0,2022-05-12,0.0,0.0
안양천10,양천구,1,22.1,7.0,3.5,9.3,5.628,0.082,5.7,8.0,22.6,2,2022-05-12,0.0,0.0
양재천2,강남구,1,20.7,6.6,5.5,6.9,13.482,0.998,3.8,7.4,18.9,2,2022-05-12,0.0,0.0
우이천,성북구,1,25.7,12.9,5.0,5.7,3.247,0.048,2.5,8.4,13.0,0,2022-05-12,0.0,0.0
정릉천,동대문구,1,17.9,8.8,1.6,2.8,4.773,0.028,1.4,7.4,2.7,0,2022-05-12,0.0,0.0
중랑천4,노원구,1,23.8,8.1,1.3,4.0,8.757,0.008,2.6,7.3,1.3,0,2022-05-12,0.0,0.0
중랑천5,동대문구,1,22.7,7.4,2.3,6.3,6.679,0.088,3.6,7.6,25.5,1,2022-05-12,0.0,0.0
중랑천6,성동구,1,24.1,8.8,6.7,7.9,13.821,0.061,4.4,7.0,9.6,2,2022-05-12,0.0,0.0
청계천1,중구,1,18.3,9.7,0.6,1.4,2.087,0.011,1.3,7.8,0.5,0,2022-05-12,0.0,0.0
청계천2,성동구,1,19.1,9.7,0.8,1.9,1.969,0.016,1.3,7.5,2.0,0,2022-05-12,0.0,0.0
청계천3,성동구,1,22.7,10.2,2.4,5.5,1.971,0.111,1.7,8.4,66.5,1,2022-05-12,0.0,0.0
탄천6,강남구,1,21.8,6.8,5.7,7.2,8.24,0.071,4.4,7.0,5.2,2,2022-05-12,0.0,0.0
홍제천,마포구,1,24.6,12.0,2.0,4.0,4.582,0.026,2.2,8.4,7.3,0,2022-05-12,0.0,0.0
구의,강동구,2,19.6,9.9,1.2,3.8,2.082,0.015,2.4,8.5,3.0,0,2022-05-12,0.0,0.0
노량진,용산구,2,20.5,8.6,1.3,4.3,3.91,0.046,3.1,7.9,4.2,0,2022-05-12,0.0,0.0
안양천9,구로구,2,23.2,7.9,4.7,11.7,7.572,0.186,7.6,7.7,21.2,2,2022-05-12,0.0,0.0
중랑천3,도봉구,2,24.4,10.5,3.2,8.3,8.184,0.216,4.9,7.9,9.6,2,2022-05-12,0.0,0.0
목감천2,구로구,1,22.9,7.1,4.7,10.3,8.595,0.336,5.5,7.6,50.0,4,2022-05-13,0.0,0.0
안양천8,구로구,1,24.2,11.1,5.1,14.2,7.192,0.212,7.5,8.1,18.8,4,2022-05-13,0.0,0.0
감이천,송파구,2,24.3,5.2,16.7,110.6,19.504,5.223,35.6,7.7,2875.0,5,2022-05-17,0.0,0.0
망월천,강동구,2,24.3,15.9,1.2,4.5,3.333,0.061,1.4,9.1,16.4,0,2022-05-17,0.0,0.0
양재천1,서초구,2,23.5,7.2,4.0,8.5,11.248,0.493,4.1,7.2,6.4,2,2022-05-17,0.0,0.0
초이천,강동구,2,23.4,15.2,1.8,6.3,2.59,0.128,2.1,9.4,29.2,1,2022-05-17,0.0,0.0
뚝도,성동구,1,19.1,8.6,1.1,3.8,3.279,0.039,2.3,7.5,2.2,0,2022-05-18,1.0,0.0
보광,용산구,1,19.1,8.7,1.1,4.0,3.428,0.045,2.6,7.5,3.6,0,2022-05-18,2.5,0.0
암사,강동구,1,18.7,9.6,0.3,3.3,2.147,0.019,2.0,7.7,3.2,0,2022-05-18,1.5,0.0
영등포,영등포구,1,19.9,9.0,1.2,4.0,3.568,0.051,2.9,7.6,7.0,0,2022-05-18,3.0,1.0
잠실,송파구,1,18.3,9.8,0.9,3.2,1.972,0.014,2.0,7.8,2.8,0,2022-05-18,1.0,0.0
가양,강서구,3,20.0,7.9,1.0,4.3,4.507,0.079,2.8,7.5,21.1,0,2022-05-18,2.0,0.0
목감천2,구로구,2,22.3,8.0,5.4,11.8,8.864,0.387,5.8,7.7,74.0,5,2022-05-19,0.0,0.0
안양천8,구로구,2,23.9,12.4,3.6,11.6,6.088,0.269,6.2,8.5,24.8,3,2022-05-19,0.0,0.0
구의,강동구,3,19.4,9.7,1.0,3.4,1.902,0.02,3.6,8.5,3.5,0,2022-05-20,0.0,0.0
노량진,용산구,3,20.4,8.1,1.9,4.7,4.028,0.07,5.2,7.8,10.0,1,2022-05-20,0.0,0.0
안양천9,구로구,3,22.5,8.5,2.8,10.0,6.693,0.171,9.7,7.8,20.6,2,2022-05-20,0.0,0.0
중랑천3,도봉구,3,24.0,10.8,3.7,8.8,8.889,0.249,7.5,8.0,11.1,3,2022-05-20,0.0,0.0
감이천,송파구,3,27.0,7.4,3.1,9.4,3.078,0.3,3.4,8.0,30.8,3,2022-05-24,0.0,0.0
망월천,강동구,3,26.9,14.3,1.5,4.5,3.732,0.096,1.6,9.0,31.6,1,2022-05-24,0.0,0.0
양재천1,서초구,3,23.7,5.8,3.2,9.1,13.448,0.394,3.5,7.5,9.4,2,2022-05-24,0.0,0.0
초이천,강동구,3,26.4,15.9,2.3,6.6,1.672,0.166,2.6,9.5,5.2,0,2022-05-24,0.0,0.0
목감천2,구로구,3,24.7,7.4,3.7,11.4,7.432,0.361,5.3,7.7,41.2,4,2022-05-26,0.0,0.0
안양천8,구로구,3,26.5,10.8,7.5,13.4,6.766,0.305,7.7,8.1,21.2,4,2022-05-26,0.0,0.0
가양,강서구,4,22.6,9.8,2.7,4.8,3.784,0.083,3.2,8.0,9.4,0,2022-05-26,0.0,0.0
구의,강동구,4,21.6,9.5,1.2,3.5,1.759,0.017,2.5,8.6,2.6,0,2022-05-26,0.0,0.0
노량진,용산구,4,22.5,8.6,1.9,4.5,4.208,0.054,3.9,8.0,5.7,0,2022-05-26,0.0,0.0
안양천9,구로구,4,23.6,4.3,19.4,21.6,10.011,0.612,11.8,7.5,25.3,6,2022-05-26,0.0,0.0
중랑천3,도봉구,4,25.2,11.2,6.9,9.3,8.835,0.276,6.1,8.1,13.0,4,2022-05-26,0.0,0.0
가양,강서구,5,22.2,8.6,1.2,5.0,3.732,0.081,3.2,7.6,18.2,0,2022-05-30,0.0,0.0
노량진,용산구,5,22.3,7.5,2.1,4.6,4.028,0.074,3.9,7.7,9.9,0,2022-05-30,0.0,0.0
고덕천,강동구,1,20.1,9.1,1.3,2.7,1.844,0.063,1.9,8.3,5.7,0,2022-06-02,0.0,0.0
목감천1,구로구,1,25.8,8.3,2.2,8.0,8.221,0.255,5.3,7.7,10.9,3,2022-06-02,0.0,0.0
성내천,강동구,1,23.1,7.2,2.4,4.7,1.584,0.139,2.4,7.6,32.8,1,2022-06-02,0.0,0.0
성북천,동대문구,1,20.3,12.8,1.2,2.1,3.467,0.028,1.3,6.8,2.7,0,2022-06-02,0.0,0.0
안양천10,양천구,1,25.5,8.4,1.9,7.3,5.421,0.158,5.2,8.2,36.6,3,2022-06-02,0.0,0.0
양재천2,강남구,1,21.8,8.0,1.6,5.3,5.597,0.186,3.2,7.3,15.5,0,2022-06-02,0.0,0.0
우이천,성북구,1,24.2,6.0,7.3,9.8,1.222,0.115,5.9,8.0,11.2,3,2022-06-02,0.0,0.0
정릉천,동대문구,1,20.0,10.9,1.1,2.5,4.922,0.036,1.4,7.3,1.2,0,2022-06-02,0.0,0.0
중랑천4,노원구,1,25.3,10.8,1.4,5.7,8.294,0.242,4.1,7.6,6.7,1,2022-06-02,0.0,0.0
중랑천5,동대문구,1,24.2,8.8,1.0,4.5,7.602,0.142,3.5,8.0,2.5,0,2022-06-02,0.0,0.0
중랑천6,성동구,1,25.3,8.9,2.5,6.2,12.586,0.134,4.0,7.1,3.8,0,2022-06-02,0.0,0.0
청계천1,중구,1,20.9,9.4,0.2,1.5,1.79,0.008,1.3,6.9,0.7,0,2022-06-02,0.0,0.0
청계천2,성동구,1,21.8,9.7,0.4,2.1,1.774,0.032,1.4,7.2,2.2,0,2022-06-02,0.0,0.0
청계천3,성동구,1,25.0,10.7,0.7,3.3,1.691,0.048,1.7,8.5,7.5,0,2022-06-02,0.0,0.0
탄천6,강남구,1,23.1,5.8,3.3,6.9,9.629,0.155,4.6,7.3,3.3,0,2022-06-02,0.0,0.0
홍제천,마포구,1,25.7,15.4,1.3,3.1,4.68,0.035,1.9,8.4,3.8,0,2022-06-02,0.0,0.0
가양,강서구,1,21.6,8.9,1.0,4.6,3.438,0.051,3.5,7.8,13.6,0,2022-06-07,0.0,0.0
감이천,송파구,1,22.7,6.9,3.3,8.2,2.961,0.15,3.5,7.9,12.0,1,2022-06-08,0.0,0.0
양재천1,서초구,1,22.7,6.9,3.0,8.3,10.122,0.24,3.2,7.7,13.6,2,2022-06-08,0.0,0.0
구의,강동구,1,22.1,8.4,1.0,3.4,1.613,0.024,2.8,8.1,5.4,0,2022-06-10,1.5,0.0
노량진,용산구,1,23.1,9.0,1.8,4.9,3.15,0.054,3.6,8.1,7.1,0,2022-06-10,0.5,0.0
목감천2,구로구,1,24.6,6.6,3.6,10.2,9.193,0.358,5.1,7.8,47.6,4,2022-06-10,1.0,0.0
안양천8,구로구,1,25.5,11.0,2.9,9.4,6.851,0.128,5.5,8.3,8.8,2,2022-06-10,1.0,0.0
안양천9,구로구,1,25.9,9.3,1.7,9.1,7.317,0.111,6.2,8.0,9.6,2,2022-06-10,1.0,0.0
중랑천3,도봉구,1,22.9,7.9,3.1,7.9,6.903,0.201,4.8,7.8,10.4,2,2022-06-10,1.5,0.0
감이천,송파구,2,26.7,5.3,10.8,27.5,4.397,0.713,11.5,7.6,27.2,5,2022-06-14,0.0,0.0
망월천,강동구,2,23.0,8.3,3.6,8.5,4.79,0.258,3.8,8.1,94.0,3,2022-06-14,0.5,0.0
양재천1,서초구,2,22.8,5.7,3.6,8.9,10.371,0.28,3.7,7.5,14.0,2,2022-06-14,0.0,0.0
초이천,강동구,2,22.5,8.8,2.1,6.6,2.225,0.14,2.3,7.9,3.2,0,2022-06-14,0.5,0.0
뚝도,성동구,1,21.3,7.7,1.2,4.8,3.209,0.09,2.7,7.4,9.8,0,2022-06-16,5.0,1.0
보광,용산구,1,21.7,6.4,0.9,4.9,4.732,0.118,3.2,7.3,9.2,0,2022-06-16,3.0,0.0
암사,강동구,1,20.7,8.5,0.7,3.2,1.888,0.029,1.9,7.9,5.4,0,2022-06-16,11.5,1.0
영등포,영등포구,1,21.9,9.4,0.9,5.0,3.199,0.066,2.9,8.0,18.6,0,2022-06-16,1.0,0.0
잠실,송파구,1,21.3,8.7,0.9,3.3,1.711,0.022,2.0,7.8,7.6,0,2022-06-16,6.5,1.0
가양,강서구,2,22.2,8.8,1.2,4.4,3.617,0.076,2.9,7.8,21.0,0,2022-06-16,1.0,0.0
구의,강동구,2,21.1,8.5,0.8,3.7,1.652,0.03,3.1,8.0,7.5,0,2022-06-16,11.5,1.0
노량진,용산구,2,21.9,7.3,1.7,5.3,2.994,0.092,4.2,7.9,14.3,0,2022-06-16,3.0,0.0
중랑천3,도봉구,2,23.3,8.3,3.4,7.2,5.748,0.258,5.0,7.9,6.0,2,2022-06-16,0.0,0.0
가양,강서구,3,24.7,9.3,0.9,4.7,2.94,0.051,3.1,7.8,9.2,0,2022-06-22,0.0,0.0
감이천,송파구,3,30.4,5.4,7.8,23.3,3.201,0.919,8.4,8.0,21.4,4,2022-06-22,0.0,0.0
망월천,강동구,3,29.8,11.4,3.4,7.1,3.165,0.168,3.8,8.7,62.0,2,2022-06-22,0.0,0.0
양재천1,서초구,3,24.9,5.9,3.0,7.9,9.007,0.241,3.3,7.3,13.2,2,2022-06-22,0.0,0.0
초이천,강동구,3,24.8,9.9,1.0,3.3,1.996,0.056,1.4,8.3,2.2,0,2022-06-22,0.0,0.0
구의,강동구,3,24.7,9.8,1.6,3.9,1.702,0.019,3.1,8.9,4.7,0,2022-06-23,94.0,1.0
노량진,용산구,3,24.5,9.3,2.7,5.1,3.0,0.068,4.6,8.3,9.8,0,2022-06-23,67.0,1.0
안양천9,구로구,3,25.4,7.0,2.1,8.7,6.675,0.096,7.5,7.7,10.4,2,2022-06-23,84.5,1.0
중랑천3,도봉구,3,24.2,6.7,13.7,19.3,6.459,0.561,9.8,7.8,97.2,5,2022-06-23,122.0,1.0
가양,강서구,4,24.1,7.6,0.8,4.5,2.295,0.1,2.4,7.5,14.6,0,2022-06-27,3.5,0.0
감이천,송파구,4,23.9,6.9,3.4,8.6,2.337,0.382,3.5,7.9,22.4,2,2022-06-28,0.5,0.0
망월천,강동구,4,22.1,8.6,3.3,7.5,3.591,0.144,3.7,8.1,11.0,1,2022-06-28,2.0,0.0
양재천1,서초구,4,24.2,7.7,2.3,5.6,3.463,0.119,2.6,7.9,8.4,0,2022-06-28,1.0,0.0
초이천,강동구,4,24.2,6.8,4.3,11.9,3.591,0.534,4.9,7.8,262.0,3,2022-06-28,2.0,0.0
구의,강동구,4,21.5,8.8,1.9,8.1,2.511,0.228,8.3,7.8,96.8,4,2022-06-30,228.5,1.0
노량진,용산구,4,21.9,7.9,2.2,7.4,2.564,0.212,7.2,7.9,57.0,4,2022-06-30,193.5,1.0
안양천9,구로구,4,21.8,7.6,8.6,28.1,3.6,0.85,24.0,7.5,313.0,5,2022-06-30,157.5,1.0
중랑천3,도봉구,4,21.1,8.1,3.5,39.0,3.262,1.624,34.5,8.0,716.0,4,2022-06-30,244.0,1.0
가양,강서구,1,23.9,8.3,1.0,4.8,2.942,0.088,2.8,7.3,22.6,0,2022-07-05,5.0,1.0
감이천,송파구,1,26.5,7.2,3.2,8.0,4.187,0.173,3.4,8.0,26.0,2,2022-07-05,0.0,0.0
망월천,강동구,1,29.6,12.0,2.3,5.6,2.294,0.076,2.7,9.0,15.2,0,2022-07-05,8.5,1.0
양재천1,서초구,1,25.5,8.9,1.8,4.3,5.684,0.052,2.5,7.7,2.6,0,2022-07-05,0.0,0.0
초이천,강동구,1,29.0,8.9,3.4,8.3,5.47,0.401,3.6,8.2,149.0,3,2022-07-05,8.5,1.0
고덕천,강동구,1,24.9,8.0,2.1,5.4,2.863,0.115,4.4,7.3,10.9,0,2022-07-07,3.5,0.0
구의,강동구,1,24.6,9.3,1.4,4.4,2.674,0.043,2.9,8.1,7.4,0,2022-07-07,3.5,0.0
노량진,용산구,1,24.6,7.4,2.7,5.5,3.538,0.1,3.4,7.8,9.9,0,2022-07-07,0.5,0.0
목감천1,구로구,1,26.6,3.8,4.9,7.5,5.328,0.291,5.2,7.5,20.0,4,2022-07-07,2.0,0.0
목감천2,구로구,1,27.1,6.6,4.3,8.8,7.892,0.331,5.6,7.8,23.6,3,2022-07-07,2.0,0.0
성내천,강동구,1,26.6,2.3,9.0,7.4,3.856,0.216,3.4,7.2,46.3,5,2022-07-07,3.5,0.0
성북천,동대문구,1,25.0,6.5,3.0,4.4,3.126,0.114,2.6,7.2,1.6,0,2022-07-07,13.5,1.0
안양천10,양천구,1,27.0,3.4,9.4,7.9,5.055,0.286,4.6,7.5,8.7,4,2022-07-07,1.5,0.0
안양천8,구로구,1,28.3,6.3,4.0,7.5,4.374,0.187,4.2,7.8,31.6,2,2022-07-07,2.0,0.0
안양천9,구로구,1,27.2,4.7,4.6,8.2,4.05,0.213,5.1,7.3,23.5,4,2022-07-07,2.0,0.0
양재천2,강남구,1,25.5,7.0,3.7,6.0,3.505,0.152,2.8,6.5,22.5,0,2022-07-07,7.5,1.0
우이천,성북구,1,25.6,8.2,3.2,4.7,3.981,0.139,2.8,7.4,2.8,0,2022-07-07,4.5,1.0
정릉천,동대문구,1,24.5,6.3,2.4,4.0,4.715,0.227,2.5,7.5,1.5,1,2022-07-07,13.5,1.0
중랑천3,도봉구,1,24.9,6.6,4.0,6.6,4.974,0.282,4.7,7.8,37.3,2,2022-07-07,2.5,0.0
중랑천4,노원구,1,24.4,7.0,2.6,5.5,5.086,0.207,2.9,7.6,24.6,1,2022-07-07,6.5,1.0
중랑천5,동대문구,1,25.9,5.8,3.6,5.5,3.898,0.183,3.2,7.4,6.1,0,2022-07-07,13.5,1.0
중랑천6,성동구,1,26.4,6.2,3.9,6.0,7.7,0.157,3.3,7.1,3.6,0,2022-07-07,10.0,1.0
청계천1,중구,1,23.3,8.5,0.4,2.1,2.921,0.01,1.5,7.0,1.7,0,2022-07-07,1.0,0.0
청계천2,성동구,1,24.5,5.3,1.5,3.0,2.563,0.034,1.9,7.5,2.7,0,2022-07-07,10.0,1.0
청계천3,성동구,1,27.1,3.4,4.6,6.7,3.501,0.252,3.6,7.2,4.8,2,2022-07-07,10.0,1.0
탄천6,강남구,1,26.6,6.0,2.3,5.7,5.51,0.119,3.7,6.8,7.4,0,2022-07-07,7.5,1.0
홍제천,마포구,1,24.7,7.7,2.6,4.2,3.929,0.109,2.6,7.8,2.2,0,2022-07-07,0.5,0.0
암사,강동구,1,24.8,8.6,0.6,3.4,2.456,0.041,2.4,7.6,8.0,0,2022-07-13,152.5,1.0
잠실,송파구,1,25.4,9.0,1.8,3.5,2.492,0.045,2.7,7.7,6.6,0,2022-07-13,141.0,1.0
가양,강서구,2,24.7,8.2,1.6,4.0,2.926,0.067,2.6,7.4,17.2,0,2022-07-13,91.0,1.0
감이천,송파구,2,24.0,8.3,3.3,13.7,2.415,0.5,3.5,8.4,642.0,3,2022-07-13,141.0,1.0
노량진,용산구,2,24.3,8.5,1.5,4.8,2.502,0.128,3.8,7.9,38.0,1,2022-07-14,0.5,0.0
안양천9,구로구,2,23.8,7.3,5.1,7.4,4.311,0.21,4.0,7.5,28.6,4,2022-07-14,1.5,0.0
중랑천3,도봉구,2,23.7,7.6,2.4,5.3,4.071,0.162,3.4,7.8,15.5,0,2022-07-14,3.0,0.0
안양천8,구로구,2,29.9,7.4,2.7,5.5,4.83,0.115,3.2,7.7,19.4,0,2022-07-15,0.0,0.0
뚝도,성동구,1,23.8,8.3,1.1,4.3,3.124,0.103,2.9,7.5,14.0,0,2022-07-18,0.0,0.0
보광,용산구,1,23.7,8.4,1.1,4.3,3.146,0.107,3.0,7.5,12.0,0,2022-07-18,0.0,0.0
영등포,영등포구,1,23.7,7.9,1.0,4.3,2.909,0.109,2.7,7.4,24.0,0,2022-07-18,0.0,0.0
가양,강서구,3,23.8,7.3,1.2,4.4,3.214,0.119,2.8,7.2,28.4,1,2022-07-18,0.0,0.0
노량진,용산구,3,23.7,7.9,1.4,4.8,3.31,0.122,3.8,7.5,13.2,0,2022-07-18,0.0,0.0
망월천,강동구,2,28.5,13.0,2.1,5.4,2.21,0.174,2.3,9.0,22.0,0,2022-07-20,0.5,0.0
양재천1,서초구,2,26.4,11.5,2.3,5.3,3.69,0.05,2.4,8.3,2.8,0,2022-07-20,0.5,0.0
초이천,강동구,2,27.1,14.4,2.7,6.0,3.849,0.246,2.7,9.0,2.8,1,2022-07-20,0.5,0.0
감이천,송파구,3,26.0,8.3,3.2,7.4,4.233,0.253,3.4,8.1,99.0,3,2022-07-20,0.5,0.0
목감천2,구로구,2,26.5,8.1,3.0,7.0,4.074,0.172,4.0,8.0,19.6,0,2022-07-22,0.0,0.0
안양천8,구로구,3,27.1,7.7,4.5,9.0,5.827,0.193,4.7,8.0,41.2,2,2022-07-22,0.0,0.0
가양,강서구,4,26.0,7.6,1.7,4.5,2.913,0.061,2.4,7.5,11.8,0,2022-07-25,0.0,0.0
망월천,강동구,3,26.7,8.6,2.0,6.6,4.393,0.228,2.1,8.2,133.0,2,2022-07-27,0.0,0.0
양재천1,서초구,3,26.8,9.4,1.2,5.1,4.82,0.071,2.3,7.9,4.6,0,2022-07-27,0.0,0.0
초이천,강동구,3,27.2,14.6,1.5,5.5,3.231,0.141,2.2,8.9,3.6,0,2022-07-27,0.0,0.0
감이천,송파구,4,26.5,9.2,2.0,5.4,2.783,0.088,2.2,8.2,7.4,0,2022-07-27,0.0,0.0
구의,강동구,4,25.0,9.3,1.1,4.0,2.33,0.03,2.8,8.3,7.4,0,2022-07-28,0.0,0.0
노량진,용산구,4,25.7,8.9,1.4,4.1,3.114,0.05,3.2,8.2,8.9,0,2022-07-28,0.0,0.0
안양천9,구로구,4,29.3,7.8,1.3,6.1,5.472,0.066,4.3,7.8,8.5,0,2022-07-28,0.0,0.0
중랑천3,도봉구,4,27.9,8.9,1.6,5.1,6.309,0.15,3.1,8.2,4.5,0,2022-07-28,0.0,0.0
목감천2,구로구,3,32.5,8.9,2.5,6.6,6.125,0.176,3.9,8.2,39.6,1,2022-07-29,0.0,0.0
안양천8,구로구,4,33.2,11.1,2.5,8.6,7.08,0.215,4.2,8.7,11.4,2,2022-07-29,0.0,0.0
노량진,용산구,1,26.4,6.4,4.1,5.1,3.138,0.104,3.3,7.6,10.1,0,2022-08-01,34.0,1.0
망월천,강동구,1,27.2,8.4,3.0,6.2,1.535,0.186,3.7,8.6,90.0,1,2022-08-02,14.0,1.0
초이천,강동구,1,25.5,8.2,4.2,5.8,3.824,0.202,4.2,7.9,6.8,1,2022-08-02,14.0,1.0
가양,강서구,1,25.9,7.6,1.1,4.3,2.736,0.103,2.5,7.5,16.8,0,2022-08-04,0.0,0.0
고덕천,강동구,1,24.4,8.5,1.2,4.2,4.035,0.13,2.9,7.3,22.8,0,2022-08-04,0.0,0.0
목감천1,구로구,1,27.1,7.3,1.7,5.8,4.915,0.155,3.6,7.5,22.8,0,2022-08-04,0.0,0.0
