측정소명,자치구,회차,수온(℃),DO(㎎/L),BOD(㎎/L),COD(㎎/L),TN(㎎/L),TP(㎎/L),TOC(㎎/L),수소이온농도,SS(㎎/L),pollution_score,날짜,cum_rainfall,flag
망월천,강동구,4,7.8,12.7,1.7,5.4,4.193,0.132,2.0,8.6,10.4,0,2021-11-23,0.0,0.0
양재천1,서초구,4,10.8,12.7,1.4,5.5,6.716,0.085,1.9,8.3,3.4,0,2021-11-23,0.0,0.0
초이천,강동구,4,7.9,13.4,1.2,4.5,5.181,0.108,1.5,8.2,1.8,0,2021-11-23,0.0,0.0
목감천2,구로구,3,10.8,9.6,1.6,5.8,8.222,0.112,2.7,7.7,4.4,0,2021-11-25,0.0,0.0
구의,강동구,4,9.2,11.2,0.7,3.1,2.21,0.018,2.2,8.6,3.8,0,2021-11-25,0.0,0.0
노량진,용산구,4,10.2,9.4,0.9,4.0,4.64,0.064,2.9,7.8,3.7,0,2021-11-25,0.0,0.0
안양천8,구로구,4,14.1,10.3,2.3,9.2,10.867,0.092,3.9,7.7,8.0,1,2021-11-25,0.0,0.0
안양천9,구로구,4,11.5,9.0,2.3,7.3,8.436,0.093,5.5,7.8,5.6,2,2021-11-25,0.0,0.0
중랑천3,도봉구,4,12.1,10.1,1.3,4.9,8.372,0.112,3.5,7.3,3.4,0,2021-11-25,0.0,0.0
가양,강서구,1,7.5,12.8,1.4,4.4,4.533,0.068,2.0,7.7,8.8,0,2021-12-01,0.0,0.0
목감천2,구로구,1,5.7,10.0,4.6,8.9,7.376,0.219,4.7,9.4,22.4,2,2021-12-01,0.0,0.0
구의,강동구,1,6.8,11.8,1.0,3.4,2.172,0.022,2.1,8.5,5.6,0,2021-12-03,0.5,0.0
노량진,용산구,1,7.1,10.5,1.7,4.0,4.002,0.07,2.8,7.9,5.9,0,2021-12-03,0.5,0.0
중랑천3,도봉구,1,11.0,10.4,2.4,5.3,7.461,0.135,3.8,7.7,8.3,0,2021-12-03,0.0,0.0
감이천,송파구,1,9.9,11.0,1.6,4.8,4.576,0.11,1.9,8.0,29.6,1,2021-12-07,0.0,0.0
망월천,강동구,1,9.6,13.7,1.1,3.1,3.58,0.046,1.2,8.7,5.2,0,2021-12-07,0.0,0.0
양재천1,서초구,1,10.2,11.6,1.6,5.1,6.884,0.503,1.8,7.9,5.0,1,2021-12-07,0.0,0.0
초이천,강동구,1,9.3,10.9,1.1,5.2,5.124,0.141,1.3,8.1,1.0,0,2021-12-07,0.0,0.0
고덕천,강동구,1,6.2,11.9,0.1,2.8,2.994,0.044,1.4,7.1,3.5,0,2021-12-09,0.0,0.0
목감천1,구로구,1,9.7,11.4,1.5,5.5,7.271,0.077,3.3,6.4,2.7,0,2021-12-09,0.0,0.0
성내천,강동구,1,5.4,9.1,0.9,3.6,3.186,0.063,2.1,7.1,7.9,0,2021-12-09,0.0,0.0
성북천,동대문구,1,9.2,12.2,0.1,2.2,3.318,0.016,1.3,7.7,3.6,0,2021-12-09,0.0,0.0
안양천10,양천구,1,10.7,9.0,1.4,7.7,7.063,0.067,4.4,7.0,6.2,1,2021-12-09,0.0,0.0
안양천8,구로구,1,12.5,9.9,4.2,10.0,9.536,0.121,4.6,7.7,10.0,1,2021-12-09,0.0,0.0
양재천2,강남구,1,6.3,12.1,0.3,3.8,6.234,0.235,2.3,6.6,2.1,1,2021-12-09,0.0,0.0
우이천,성북구,1,7.1,14.6,0.1,2.6,5.33,0.018,1.4,7.7,1.1,0,2021-12-09,0.0,0.0
정릉천,동대문구,1,10.6,11.2,0.1,1.6,6.07,0.054,0.9,7.6,0.4,0,2021-12-09,0.0,0.0
중랑천4,노원구,1,11.0,10.7,0.7,5.0,7.85,0.114,2.8,7.5,14.8,0,2021-12-09,0.0,0.0
중랑천5,동대문구,1,8.3,10.6,0.5,4.1,7.395,0.08,2.6,7.4,5.2,0,2021-12-09,0.0,0.0
중랑천6,성동구,1,13.2,9.8,2.5,6.0,12.422,0.156,3.4,7.4,5.5,0,2021-12-09,0.0,0.0
청계천1,중구,1,7.3,12.4,0.3,2.4,2.666,0.009,1.3,7.9,1.2,0,2021-12-09,0.0,0.0
청계천2,성동구,1,7.2,12.7,0.1,2.3,2.526,0.011,1.3,7.8,2.3,0,2021-12-09,0.0,0.0
청계천3,성동구,1,6.2,12.1,0.2,2.1,2.827,0.013,1.4,7.7,1.7,0,2021-12-09,0.0,0.0
탄천6,강남구,1,11.7,9.0,2.3,6.0,8.198,0.105,3.6,6.8,4.9,0,2021-12-09,0.0,0.0
홍제천,마포구,1,8.8,13.4,0.1,2.6,6.386,0.014,1.4,7.6,1.0,0,2021-12-09,0.0,0.0
가양,강서구,2,8.1,12.2,1.3,5.1,4.665,0.068,2.1,7.6,6.6,0,2021-12-09,0.0,0.0
구의,강동구,2,6.3,12.6,0.9,3.3,2.35,0.013,2.3,8.8,3.9,0,2021-12-09,0.0,0.0
노량진,용산구,2,7.9,11.0,0.9,3.8,4.678,0.036,2.7,7.8,4.0,0,2021-12-09,0.0,0.0
목감천2,구로구,2,10.4,9.0,2.3,6.6,8.386,0.114,2.6,7.7,6.0,0,2021-12-09,0.0,0.0
안양천9,구로구,2,10.9,9.1,2.2,8.3,9.645,0.072,6.3,7.8,4.8,2,2021-12-09,0.0,0.0
중랑천3,도봉구,2,12.3,10.5,1.2,5.0,7.557,0.123,3.7,7.5,11.0,0,2021-12-09,0.0,0.0
노량진,용산구,3,6.0,11.7,1.1,3.6,4.434,0.04,2.7,8.2,3.2,0,2021-12-13,0.0,0.0
보광,용산구,1,8.5,10.1,1.6,4.4,4.458,0.041,2.4,7.4,2.4,0,2021-12-15,2.0,0.0
암사,강동구,1,6.8,12.5,0.7,3.0,2.779,0.028,1.7,7.8,0.6,0,2021-12-15,4.0,1.0
영등포,영등포구,1,7.7,11.4,1.7,4.2,4.139,0.024,2.6,7.5,3.8,0,2021-12-15,1.5,0.0
잠실,송파구,1,6.3,12.8,1.0,2.9,2.426,0.021,1.7,8.0,0.6,0,2021-12-15,1.5,0.0
가양,강서구,3,7.8,11.9,1.6,4.6,4.301,0.062,2.6,7.5,6.6,0,2021-12-15,3.0,0.0
노량진,용산구,4,5.6,11.2,1.2,3.9,6.026,0.044,2.5,7.6,2.8,0,2021-12-20,0.0,0.0
가양,강서구,4,6.7,12.2,1.7,4.8,4.576,0.039,2.9,7.7,4.8,0,2021-12-21,0.0,0.0
노량진,용산구,5,1.1,12.9,1.0,3.9,5.328,0.036,2.6,7.8,2.4,0,2021-12-27,0.0,0.0
노량진,용산구,1,1.8,12.9,0.9,3.8,5.562,0.042,2.6,7.7,2.0,0,2022-01-03,0.0,0.0
가양,강서구,1,3.2,13.3,1.5,4.9,5.547,0.043,2.9,7.5,6.6,0,2022-01-04,0.0,0.0
노량진,용산구,2,3.0,13.1,0.9,3.7,5.69,0.036,2.5,7.7,2.1,0,2022-01-10,0.0,0.0
보광,용산구,1,1.6,13.3,0.9,4.0,4.862,0.03,2.4,7.5,2.6,0,2022-01-12,0.0,0.0
암사,강동구,1,2.1,14.4,0.8,3.2,2.894,0.01,1.5,8.1,1.8,0,2022-01-12,0.0,0.0
영등포,영등포구,1,1.5,13.6,1.1,4.7,5.314,0.052,2.5,7.6,5.2,0,2022-01-12,0.0,0.0
잠실,송파구,1,1.8,15.1,0.8,3.4,2.943,0.013,1.8,8.3,2.6,0,2022-01-12,0.0,0.0
가양,강서구,2,1.6,13.7,1.4,5.0,5.967,0.062,2.8,7.6,6.6,0,2022-01-12,0.0,0.0
가양,강서구,3,1.4,14.8,1.3,5.2,6.096,0.04,2.8,7.7,3.2,0,2022-01-18,0.0,0.0
구의,강동구,3,0.7,15.3,1.6,2.8,2.887,0.012,1.8,8.5,1.8,0,2022-01-20,0.0,0.0
노량진,용산구,3,1.5,13.1,1.6,4.0,5.904,0.038,2.7,7.8,3.2,0,2022-01-20,0.0,0.0
안양천9,구로구,3,3.7,11.8,3.9,9.4,13.348,0.096,7.0,7.6,3.4,2,2022-01-20,0.0,0.0
중랑천3,도봉구,3,8.3,12.9,2.4,6.3,10.47,0.189,4.3,7.5,4.9,0,2022-01-20,0.0,0.0
가양,강서구,4,4.0,14.2,1.5,4.7,5.9,0.042,2.8,7.7,4.4,0,2022-01-24,0.0,0.0
노량진,용산구,4,3.2,12.9,1.1,3.9,5.73,0.036,2.5,7.7,2.7,0,2022-01-24,0.0,0.0
고덕천,강동구,1,6.2,11.9,1.5,6.0,3.489,0.07,1.7,7.1,37.3,1,2022-01-25,0.0,0.0
목감천1,구로구,1,9.7,11.4,3.9,8.0,13.769,0.112,3.8,6.4,4.7,1,2022-01-25,0.0,0.0
성내천,강동구,1,1.8,12.0,1.4,2.9,3.365,0.035,1.5,7.3,10.1,0,2022-01-25,0.0,0.0
성북천,동대문구,1,9.2,12.2,0.5,2.2,4.734,0.023,1.0,7.7,2.8,0,2022-01-25,0.0,0.0
안양천10,양천구,1,10.7,9.0,3.5,6.8,9.908,0.059,5.4,7.0,4.7,1,2022-01-25,0.0,0.0
양재천2,강남구,1,4.2,10.9,1.6,5.5,8.809,0.107,2.8,5.9,2.3,0,2022-01-25,0.0,0.0
우이천,성북구,1,7.1,14.6,0.9,3.1,6.547,0.013,1.4,7.7,1.8,0,2022-01-25,0.0,0.0
정릉천,동대문구,1,10.6,11.2,0.1,1.9,6.141,0.018,0.7,7.6,0.6,0,2022-01-25,0.0,0.0
중랑천4,노원구,1,11.0,10.7,3.4,9.0,11.296,0.111,3.7,7.5,7.0,1,2022-01-25,0.0,0.0
중랑천5,동대문구,1,8.3,10.6,2.6,7.5,10.382,0.095,3.4,7.4,8.2,1,2022-01-25,0.0,0.0
중랑천6,성동구,1,13.2,9.8,2.4,3.1,15.901,0.108,4.1,7.4,2.5,0,2022-01-25,0.0,0.0
청계천1,중구,1,7.3,12.4,0.4,2.3,2.899,0.007,1.2,7.9,0.8,0,2022-01-25,0.0,0.0
청계천2,성동구,1,7.2,12.7,0.8,3.1,3.514,0.028,1.2,7.8,9.2,0,2022-01-25,0.0,0.0
청계천3,성동구,1,6.2,12.1,1.1,6.6,3.777,0.032,1.5,7.7,3.9,0,2022-01-25,0.0,0.0
탄천6,강남구,1,8.6,8.8,3.2,6.4,12.504,0.079,4.2,6.5,3.2,0,2022-01-25,0.0,0.0
홍제천,마포구,1,8.8,13.4,1.0,2.7,7.126,0.026,1.3,7.6,1.6,0,2022-01-25,0.0,0.0
노량진,용산구,2,1.9,13.3,1.5,4.2,6.128,0.036,3.2,7.8,3.5,0,2022-02-07,0.0,0.0
가양,강서구,1,5.0,12.7,1.5,4.9,5.696,0.037,3.2,7.9,6.0,0,2022-02-08,0.0,0.0
감이천,송파구,1,3.2,14.5,2.7,6.4,4.45,0.176,2.9,8.0,46.0,1,2022-02-16,0.0,0.0
망월천,강동구,1,6.0,15.0,1.0,3.9,4.555,0.06,1.2,8.5,5.4,0,2022-02-16,0.0,0.0
보광,용산구,1,3.6,12.8,1.0,5.2,5.582,0.041,2.6,7.5,4.4,0,2022-02-16,0.0,0.0
양재천1,서초구,1,5.8,11.8,3.6,8.1,11.417,0.417,3.7,7.9,3.0,2,2022-02-16,0.0,0.0
영등포,영등포구,1,2.8,13.4,1.2,5.1,5.473,0.03,2.6,7.6,13.4,0,2022-02-16,0.0,0.0
초이천,강동구,1,3.6,14.8,2.4,7.3,5.71,0.265,2.5,8.0,6.8,2,2022-02-16,0.0,0.0
가양,강서구,2,2.7,13.7,1.5,5.3,5.609,0.033,2.7,7.8,30.4,1,2022-02-16,0.0,0.0
고덕천,강동구,1,1.6,14.6,3.0,5.6,3.955,0.086,2.3,8.1,20.4,0,2022-02-17,0.0,0.0
목감천1,구로구,1,5.5,13.1,4.3,7.3,9.127,0.137,4.6,7.8,4.9,1,2022-02-17,0.0,0.0
성내천,강동구,1,0.9,13.3,2.5,3.6,3.71,0.122,1.8,7.8,55.4,1,2022-02-17,0.0,0.0
성북천,동대문구,1,0.4,14.6,1.4,2.2,4.733,0.028,0.9,7.7,4.0,0,2022-02-17,0.0,0.0
안양천10,양천구,1,2.3,13.4,2.4,8.7,9.198,0.063,5.9,7.9,3.1,2,2022-02-17,0.0,0.0
암사,강동구,1,3.7,13.6,1.2,3.5,2.699,0.009,1.4,8.2,2.8,0,2022-02-17,0.0,0.0
양재천2,강남구,1,0.0,13.9,1.7,5.6,9.617,0.177,3.2,7.6,2.1,0,2022-02-17,0.0,0.0
우이천,성북구,1,2.7,18.8,1.4,3.3,6.973,0.021,1.8,8.4,0.5,0,2022-02-17,0.0,0.0
잠실,송파구,1,2.6,14.0,1.3,5.1,2.878,0.03,1.9,8.2,5.4,0,2022-02-17,0.0,0.0
정릉천,동대문구,1,1.7,13.7,0.7,1.4,6.248,0.015,0.7,7.7,0.3,0,2022-02-17,0.0,0.0
중랑천4,노원구,1,8.4,13.3,2.1,5.6,9.278,0.093,4.1,7.4,2.6,0,2022-02-17,0.0,0.0
중랑천5,동대문구,1,2.0,13.7,1.8,5.6,9.201,0.075,3.8,7.8,2.6,0,2022-02-17,0.0,0.0
중랑천6,성동구,1,10.0,12.2,2.2,6.9,13.84,0.098,4.2,6.9,3.7,0,2022-02-17,0.0,0.0
청계천1,중구,1,3.3,13.9,1.2,2.4,2.973,0.01,1.3,7.8,1.7,0,2022-02-17,0.0,0.0
청계천2,성동구,1,2.4,13.6,1.4,1.9,3.007,0.01,1.2,7.5,1.6,0,2022-02-17,0.0,0.0
청계천3,성동구,1,1.6,15.4,1.4,1.7,2.916,0.013,1.3,8.2,4.4,0,2022-02-17,0.0,0.0
탄천6,강남구,1,6.5,11.2,2.5,7.4,11.8,0.093,4.9,7.3,5.1,1,2022-02-17,0.0,0.0
홍제천,마포구,1,1.5,16.3,1.4,2.7,7.297,0.023,1.3,8.1,2.3,0,2022-02-17,0.0,0.0
목감천2,구로구,1,7.5,11.6,2.3,8.0,9.477,0.138,3.6,7.6,4.4,1,2022-02-18,0.0,0.0
안양천8,구로구,1,9.9,12.3,3.9,11.4,12.818,0.122,6.6,7.5,7.6,2,2022-02-18,0.0,0.0
구의,강동구,3,2.2,14.3,1.4,3.5,2.958,0.021,2.2,8.6,6.5,0,2022-02-18,0.0,0.0
노량진,용산구,3,3.4,12.5,1.8,4.2,5.616,0.042,2.8,7.7,3.2,0,2022-02-18,0.0,0.0
안양천9,구로구,3,6.4,11.6,2.7,10.7,12.756,0.12,7.2,7.6,5.8,2,2022-02-18,0.0,0.0
중랑천3,도봉구,3,9.7,12.9,2.7,7.4,11.298,0.198,4.8,7.4,6.1,1,2022-02-18,0.0,0.0
노량진,용산구,4,2.5,13.1,1.6,4.9,5.826,0.038,3.6,7.8,3.6,0,2022-02-21,0.0,0.0
감이천,송파구,2,4.7,14.1,2.4,4.8,6.279,0.18,2.5,7.9,12.0,0,2022-02-22,0.0,0.0
망월천,강동구,2,6.9,15.0,0.8,3.3,4.533,0.067,1.1,8.6,4.8,0,2022-02-22,0.0,0.0
양재천1,서초구,2,4.8,10.4,3.3,7.6,10.667,0.375,3.5,7.4,3.4,2,2022-02-22,0.0,0.0
초이천,강동구,2,4.7,14.4,2.0,5.1,5.241,0.222,2.1,7.9,4.4,1,2022-02-22,0.0,0.0
가양,강서구,3,3.4,14.1,1.9,5.5,5.839,0.028,3.3,7.7,5.0,0,2022-02-22,0.0,0.0
목감천2,구로구,2,5.6,11.2,2.6,8.5,10.395,0.163,4.1,7.5,6.4,1,2022-02-24,0.0,0.0
안양천8,구로구,2,10.3,12.2,4.1,12.4,13.751,0.115,7.3,7.5,7.2,2,2022-02-24,0.0,0.0
가양,강서구,1,6.5,13.3,1.4,6.0,6.135,0.041,2.3,7.8,8.4,0,2022-03-02,0.0,0.0
고덕천,강동구,1,7.5,12.0,2.3,4.6,4.12,0.107,2.4,8.1,31.1,1,2022-03-03,0.0,0.0
목감천1,구로구,1,11.7,12.1,4.2,8.5,7.991,0.141,4.6,7.8,9.4,1,2022-03-03,0.0,0.0
성내천,강동구,1,6.9,11.5,2.2,4.0,2.968,0.019,2.1,8.4,10.6,0,2022-03-03,0.0,0.0
성북천,동대문구,1,7.8,12.0,0.9,2.1,4.531,0.019,1.2,6.6,1.7,0,2022-03-03,0.0,0.0
안양천10,양천구,1,10.0,10.8,5.0,10.2,10.643,0.108,7.4,8.0,14.2,2,2022-03-03,0.0,0.0
양재천2,강남구,1,6.4,11.4,2.3,6.3,7.244,0.106,3.6,7.4,3.1,0,2022-03-03,0.0,0.0
우이천,성북구,1,6.1,14.0,2.0,3.8,5.975,0.019,2.1,8.3,1.9,0,2022-03-03,0.0,0.0
정릉천,동대문구,1,8.0,12.0,0.6,1.5,5.719,0.008,0.8,6.9,0.3,0,2022-03-03,0.0,0.0
중랑천4,노원구,1,12.8,11.7,2.5,6.9,10.343,0.154,4.6,7.4,20.9,0,2022-03-03,0.0,0.0
중랑천5,동대문구,1,9.4,10.9,2.4,6.5,9.795,0.089,4.0,7.7,8.3,0,2022-03-03,0.0,0.0
중랑천6,성동구,1,13.3,10.9,2.6,7.5,13.086,0.157,4.5,7.1,7.1,1,2022-03-03,0.0,0.0
청계천1,중구,1,4.3,13.5,1.1,2.5,2.847,0.012,1.5,7.3,2.5,0,2022-03-03,0.0,0.0
청계천2,성동구,1,4.6,13.1,1.5,1.9,2.885,0.014,1.5,7.0,2.9,0,2022-03-03,0.0,0.0
청계천3,성동구,1,7.1,13.6,1.6,2.5,3.091,0.019,1.4,8.2,8.7,0,2022-03-03,0.0,0.0
탄천6,강남구,1,11.2,8.7,3.5,8.4,12.224,0.127,5.3,7.0,5.2,2,2022-03-03,0.0,0.0
홍제천,마포구,1,10.2,16.6,2.9,3.5,6.229,0.025,1.6,8.2,3.2,0,2022-03-03,0.0,0.0
구의,강동구,1,4.7,13.6,1.7,3.6,2.856,0.02,2.5,8.6,4.8,0,2022-03-04,0.0,0.0
노량진,용산구,1,6.7,11.6,1.8,4.2,5.552,0.046,2.9,7.7,5.3,0,2022-03-04,0.0,0.0
안양천9,구로구,1,9.9,9.7,6.8,9.4,12.824,0.14,8.6,7.6,9.6,3,2022-03-04,0.0,0.0
중랑천3,도봉구,1,11.4,10.5,7.1,8.3,11.076,0.219,5.4,7.6,10.3,4,2022-03-04,0.0,0.0
감이천,송파구,1,17.2,9.4,2.6,6.9,3.455,0.188,2.9,8.9,5.2,0,2022-03-07,0.0,0.0
망월천,강동구,1,10.4,15.4,1.6,4.6,3.274,0.109,1.9,8.9,11.2,0,2022-03-07,0.0,0.0
양재천1,서초구,1,8.6,8.7,4.1,9.0,10.137,0.777,4.3,7.3,6.0,2,2022-03-07,0.0,0.0
초이천,강동구,1,10.0,14.6,2.7,7.1,4.749,0.309,3.0,8.4,5.6,2,2022-03-07,0.0,0.0
가양,강서구,2,8.3,13.3,1.5,6.0,5.709,0.038,2.5,7.4,8.4,0,2022-03-10,0.0,0.0
구의,강동구,2,5.5,14.0,1.5,3.4,2.799,0.02,2.3,8.5,3.9,0,2022-03-10,0.0,0.0
노량진,용산구,2,8.0,11.4,2.2,4.9,5.782,0.06,3.3,7.7,5.9,0,2022-03-10,0.0,0.0
안양천9,구로구,2,12.5,9.1,6.9,12.1,11.976,0.18,8.2,7.5,12.4,3,2022-03-10,0.0,0.0
중랑천3,도봉구,2,14.3,12.1,4.8,7.8,10.797,0.21,5.1,7.6,6.6,3,2022-03-10,0.0,0.0
목감천2,구로구,1,14.9,8.9,3.0,8.1,7.438,0.159,5.0,7.5,5.6,1,2022-03-11,0.0,0.0
안양천8,구로구,1,16.8,10.8,6.1,13.7,11.312,0.184,9.3,7.6,22.4,3,2022-03-11,0.0,0.0
감이천,송파구,2,13.9,11.6,2.0,3.7,5.351,0.098,2.4,8.1,20.8,0,2022-03-16,0.0,0.0
망월천,강동구,2,15.4,14.7,1.8,3.5,4.926,0.129,1.9,8.9,7.0,0,2022-03-16,0.0,0.0
양재천1,서초구,2,11.7,9.8,2.1,3.8,9.319,0.167,2.3,7.6,10.4,0,2022-03-16,0.0,0.0
초이천,강동구,2,14.7,9.8,1.9,3.8,6.689,0.185,2.0,7.7,3.0,0,2022-03-16,0.0,0.0
가양,강서구,3,10.9,9.4,1.1,6.5,6.126,0.099,3.3,7.4,6.6,0,2022-03-16,0.0,0.0
목감천2,구로구,2,11.4,8.5,3.7,6.6,10.295,0.12,4.2,7.6,7.2,0,2022-03-18,0.0,0.0
안양천8,구로구,2,12.3,9.4,3.4,9.7,13.933,0.093,6.8,7.5,8.4,2,2022-03-18,0.0,0.0
구의,강동구,3,7.9,13.0,1.7,3.4,2.425,0.021,2.2,8.5,5.3,0,2022-03-18,0.0,0.0
노량진,용산구,3,9.2,10.7,2.7,4.9,4.668,0.07,3.2,7.7,6.9,0,2022-03-18,0.0,0.0
안양천9,구로구,3,11.8,8.0,6.5,11.4,10.38,0.168,7.5,7.5,10.5,3,2022-03-18,0.0,0.0
중랑천3,도봉구,3,12.6,9.7,4.6,8.0,8.25,0.222,4.6,7.5,9.4,2,2022-03-18,0.0,0.0
감이천,송파구,3,14.1,15.5,2.0,5.0,3.575,0.102,2.7,9.0,4.0,0,2022-03-22,0.0,0.0
망월천,강동구,3,13.9,13.8,1.9,4.7,3.15,0.107,2.6,8.7,39.2,1,2022-03-22,0.0,0.0
양재천1,서초구,3,10.1,8.1,2.5,8.1,11.321,0.161,3.7,7.3,8.8,1,2022-03-22,0.0,0.0
초이천,강동구,3,14.7,11.3,2.3,5.1,4.512,0.225,2.4,8.0,2.2,1,2022-03-22,0.0,0.0
보광,용산구,1,9.3,11.4,1.3,4.2,3.828,0.049,2.2,7.6,6.4,0,2022-03-23,0.0,0.0
암사,강동구,1,8.8,11.4,1.0,3.7,2.355,0.021,1.5,7.9,8.2,0,2022-03-23,0.0,0.0
영등포,영등포구,1,9.6,11.1,1.4,5.0,4.015,0.053,2.4,7.6,6.8,0,2022-03-23,0.0,0.0
잠실,송파구,1,8.4,11.7,1.2,3.6,2.366,0.023,1.6,8.1,5.6,0,2022-03-23,0.0,0.0
가양,강서구,4,9.0,11.0,1.4,5.0,4.399,0.057,2.6,7.4,9.0,0,2022-03-23,0.0,0.0
구의,강동구,4,7.9,12.1,1.8,4.2,2.477,0.025,2.5,8.3,4.6,0,2022-03-24,0.0,0.0
노량진,용산구,4,8.6,11.0,2.4,4.4,4.35,0.06,2.8,7.8,6.3,0,2022-03-24,0.0,0.0
안양천9,구로구,4,11.1,9.0,5.7,10.5,9.813,0.162,7.0,7.6,9.7,3,2022-03-24,0.0,0.0
중랑천3,도봉구,4,11.5,10.2,5.2,8.2,9.0,0.488,5.2,7.6,6.7,4,2022-03-24,0.0,0.0
목감천2,구로구,3,15.1,10.3,1.8,6.6,9.822,0.181,4.2,7.5,8.4,0,2022-03-25,6.5,0.0
안양천8,구로구,3,18.8,10.0,2.4,8.5,9.875,0.134,6.3,7.5,11.6,2,2022-03-25,6.5,0.0
감이천,송파구,4,11.5,14.0,1.7,4.4,4.751,0.087,2.2,8.5,14.0,0,2022-03-30,0.0,0.0
망월천,강동구,4,13.7,13.1,1.0,2.8,3.774,0.095,1.2,8.6,16.8,0,2022-03-30,0.0,0.0
양재천1,서초구,4,11.4,10.7,2.1,4.6,6.869,0.122,2.5,7.5,8.0,0,2022-03-30,0.0,0.0
초이천,강동구,4,12.5,12.1,1.9,4.6,4.834,0.185,2.2,8.1,2.0,0,2022-03-30,0.0,0.0
가양,강서구,5,11.0,11.7,1.8,5.4,3.221,0.041,2.4,7.6,8.2,0,2022-03-30,0.0,0.0
목감천2,구로구,4,17.5,9.3,1.8,6.0,7.353,0.194,4.7,7.6,6.0,0,2022-03-31,0.0,0.0
안양천8,구로구,4,18.8,10.0,3.3,10.0,9.172,0.158,7.2,7.5,12.4,2,2022-03-31,0.0,0.0
구의,강동구,5,10.0,12.1,1.7,3.7,2.369,0.025,2.4,8.3,6.0,0,2022-03-31,0.0,0.0
노량진,용산구,5,11.1,10.9,2.8,5.3,3.888,0.058,3.1,7.7,7.2,0,2022-03-31,0.0,0.0
안양천9,구로구,5,15.1,8.4,5.8,10.0,9.513,0.153,6.5,7.5,10.9,3,2022-03-31,0.0,0.0
중랑천3,도봉구,5,15.6,10.9,2.2,6.7,8.145,0.192,4.2,7.6,5.5,0,2022-03-31,0.0,0.0
가양,강서구,1,12.9,12.2,3.0,5.9,3.532,0.042,1.9,8.0,12.2,0,2022-04-05,0.0,0.0
감이천,송파구,1,15.1,16.2,2.0,4.1,2.288,0.045,2.1,9.3,7.8,0,2022-04-05,0.0,0.0
망월천,강동구,1,17.2,15.3,1.1,3.3,3.211,0.069,1.3,9.0,12.8,0,2022-04-05,0.0,0.0
양재천1,서초구,1,15.4,13.6,2.5,5.7,6.055,0.109,2.7,8.2,13.6,0,2022-04-05,0.0,0.0
초이천,강동구,1,16.5,16.9,2.2,5.0,3.14,0.14,2.4,9.3,2.4,0,2022-04-05,0.0,0.0
고덕천,강동구,1,12.4,10.2,1.2,3.7,2.742,0.072,2.1,8.1,86.9,1,2022-04-07,0.0,0.0
구의,강동구,1,11.8,12.4,2.3,4.2,2.427,0.025,2.7,9.0,9.1,0,2022-04-07,0.0,0.0
노량진,용산구,1,13.0,12.1,3.6,5.0,3.696,0.062,3.5,8.3,9.3,0,2022-04-07,0.0,0.0
목감천1,구로구,1,17.6,9.8,5.0,8.2,6.583,0.152,4.7,7.7,12.4,1,2022-04-07,0.0,0.0
목감천2,구로구,1,17.9,13.9,4.9,8.0,7.059,0.254,5.6,8.7,13.2,3,2022-04-07,0.0,0.0
성내천,강동구,1,13.9,8.1,2.0,4.1,2.835,0.035,2.1,7.6,49.3,1,2022-04-07,0.0,0.0
성북천,동대문구,1,13.4,10.1,0.6,2.3,4.097,0.016,1.3,6.4,1.2,0,2022-04-07,0.0,0.0
안양천10,양천구,1,15.8,8.7,4.1,9.0,7.23,0.135,5.6,7.9,12.2,2,2022-04-07,0.0,0.0
안양천8,구로구,1,19.2,10.2,6.2,11.1,9.312,0.219,6.6,7.8,36.0,5,2022-04-07,0.0,0.0
안양천9,구로구,1,17.0,8.5,5.5,11.0,9.453,0.135,6.8,7.6,15.4,3,2022-04-07,0.0,0.0
양재천2,강남구,1,14.4,8.8,1.4,5.6,6.596,0.047,3.0,7.2,15.0,0,2022-04-07,0.0,0.0
우이천,성북구,1,17.3,13.6,0.4,3.5,4.781,0.019,1.8,8.5,8.4,0,2022-04-07,0.0,0.0
정릉천,동대문구,1,12.9,11.4,0.4,1.9,5.802,0.017,1.1,6.9,1.0,0,2022-04-07,0.0,0.0
중랑천3,도봉구,1,17.8,10.8,5.2,8.1,9.489,0.258,5.2,7.9,8.1,4,2022-04-07,0.0,0.0
중랑천4,노원구,1,17.5,12.0,1.8,6.8,8.482,0.266,4.3,7.3,5.9,1,2022-04-07,0.0,0.0
중랑천5,동대문구,1,15.6,8.9,1.4,6.1,7.376,0.232,3.6,7.4,20.5,1,2022-04-07,0.0,0.0
중랑천6,성동구,1,17.6,10.1,1.3,6.6,11.507,0.165,4.1,6.9,6.4,0,2022-04-07,0.0,0.0
청계천1,중구,1,11.1,11.4,0.2,2.2,2.396,0.124,1.5,6.5,1.9,0,2022-04-07,0.0,0.0
청계천2,성동구,1,12.0,11.0,0.8,2.2,2.502,0.138,1.4,6.8,4.6,0,2022-04-07,0.0,0.0
청계천3,성동구,1,15.0,11.4,1.0,1.6,2.618,0.098,1.6,8.3,7.1,0,2022-04-07,0.0,0.0
탄천6,강남구,1,16.0,5.7,17.6,9.9,10.01,0.194,5.4,6.9,15.8,3,2022-04-07,0.0,0.0
홍제천,마포구,1,16.3,15.0,0.9,3.2,5.533,0.021,1.8,8.2,6.5,0,2022-04-07,0.0,0.0
